"Timestamp","delta time","Address","Data","Input","comments"
170.665867s,0.001042s,0000:04ba,0x000,A,
170.666908s,0.001041s,0000:04bb,0x030,A,
170.667950s,0.001042s,0000:04bc,0x0B3,A,
170.845349s,0.177399s,0000:04bd,0x0B5,A,
170.846391s,0.001042s,0000:04be,0x0B5,A,
170.848260s,0.001869s,0000:04bf,0x077,B,
170.849295s,0.001035s,0000:04c0,0x036,B,
170.850330s,0.001035s,0000:04c1,0x01E,B,
170.851365s,0.001035s,0000:04c2,0x0CB,B,
171.745360s,0.893995s,0000:04c3,0x083,A,
171.746402s,0.001042s,0000:04c4,0x000,A,
171.747444s,0.001042s,0000:04c5,0x029,A,
171.748479s,0.001035s,0000:04c6,0x0AC,A,
171.928690s,0.180211s,0000:04c7,0x0B5,A,
171.929732s,0.001042s,0000:04c8,0x0B5,A,
171.931666s,0.001934s,0000:04c9,0x077,B,
171.932701s,0.001035s,0000:04ca,0x036,B,
171.933742s,0.001041s,0000:04cb,0x01E,B,
171.934778s,0.001036s,0000:04cc,0x0CB,B,
172.650260s,0.715482s,0000:04cd,0x083,A,
172.651302s,0.001042s,0000:04ce,0x000,A,
172.652344s,0.001042s,0000:04cf,0x028,A,
172.653379s,0.001035s,0000:04d0,0x0AB,A,
172.830680s,0.177301s,0000:04d1,0x0B5,A,
172.831716s,0.001036s,0000:04d2,0x0B5,A,
172.833584s,0.001868s,0000:04d3,0x077,B,
172.834619s,0.001035s,0000:04d4,0x036,B,
172.835654s,0.001035s,0000:04d5,0x01E,B,
172.836689s,0.001035s,0000:04d6,0x0CB,B,
173.728712s,0.892023s,0000:04d7,0x083,A,
173.729754s,0.001042s,0000:04d8,0x000,A,
173.730795s,0.001041s,0000:04d9,0x027,A,
173.731837s,0.001042s,0000:04da,0x0AA,A,
173.911007s,0.179170s,0000:04db,0x0B5,A,
173.912042s,0.001035s,0000:04dc,0x0B5,A,
174.632570s,0.720528s,0000:04dd,0x083,A,
174.633612s,0.001042s,0000:04de,0x000,A,
174.634654s,0.001042s,0000:04df,0x026,A,
174.635695s,0.001041s,0000:04e0,0x0A9,A,
174.812991s,0.177296s,0000:04e1,0x0B5,A,
174.814032s,0.001041s,0000:04e2,0x0B5,A,
175.715085s,0.901053s,0000:04e3,0x083,A,
175.716120s,0.001035s,0000:04e4,0x000,A,
175.717161s,0.001041s,0000:04e5,0x025,A,
175.718203s,0.001042s,0000:04e6,0x0A8,A,
175.895602s,0.177399s,0000:04e7,0x0B5,A,
175.896644s,0.001042s,0000:04e8,0x0B5,A,
176.614158s,0.717514s,0000:04e9,0x083,A,
176.615200s,0.001042s,0000:04ea,0x000,A,
176.616235s,0.001035s,0000:04eb,0x024,A,
176.617276s,0.001041s,0000:04ec,0x0A7,A,
176.794474s,0.177198s,0000:04ed,0x0B5,A,
176.795509s,0.001035s,0000:04ee,0x0B5,A,
177.694485s,0.898976s,0000:04ef,0x083,A,
177.695526s,0.001041s,0000:04f0,0x000,A,
177.696562s,0.001036s,0000:04f1,0x023,A,
177.697603s,0.001041s,0000:04f2,0x0A6,A,
177.875009s,0.177406s,0000:04f3,0x0B5,A,
177.876044s,0.001035s,0000:04f4,0x0B5,A,
177.877900s,0.001856s,0000:04f5,0x077,B,
177.878935s,0.001035s,0000:04f6,0x036,B,
177.879970s,0.001035s,0000:04f7,0x01E,B,
177.881005s,0.001035s,0000:04f8,0x0CB,B,
178.238128s,0.357123s,0000:04f9,0x08E,A,
178.239170s,0.001042s,0000:04fa,0x03C,A,
178.240211s,0.001041s,0000:04fb,0x0CA,A,
178.418756s,0.178545s,0000:04fc,0x092,A,
178.419798s,0.001042s,0000:04fd,0x016,A,
178.420833s,0.001035s,0000:04fe,0x0A8,A,
178.778034s,0.357201s,0000:04ff,0x083,A,
178.779076s,0.001042s,0000:0500,0x000,A,
178.780111s,0.001035s,0000:0501,0x022,A,
178.781153s,0.001042s,0000:0502,0x0A5,A,
178.955642s,0.174489s,0000:0503,0x0B5,A,
178.956683s,0.001041s,0000:0504,0x0B5,A,
178.958591s,0.001908s,0000:0505,0x077,B,
178.959626s,0.001035s,0000:0506,0x03C,B,
178.960661s,0.001035s,0000:0507,0x016,B,
178.961696s,0.001035s,0000:0508,0x0C9,B,
179.680955s,0.719259s,0000:0509,0x083,A,
179.681997s,0.001042s,0000:050a,0x000,A,
179.683038s,0.001041s,0000:050b,0x021,A,
179.684073s,0.001035s,0000:050c,0x0A4,A,
179.860438s,0.176365s,0000:050d,0x0B5,A,
179.861479s,0.001041s,0000:050e,0x0B5,A,
179.863367s,0.001888s,0000:050f,0x077,B,
179.864402s,0.001035s,0000:0510,0x03C,B,
179.865438s,0.001036s,0000:0511,0x016,B,
179.866473s,0.001035s,0000:0512,0x0C9,B,
180.760448s,0.893975s,0000:0513,0x083,A,
180.761490s,0.001042s,0000:0514,0x000,A,
180.762532s,0.001042s,0000:0515,0x020,A,
180.763567s,0.001035s,0000:0516,0x0A3,A,
180.942841s,0.179274s,0000:0517,0x0B5,A,
180.943883s,0.001042s,0000:0518,0x0B5,A,
180.945751s,0.001868s,0000:0519,0x077,B,
180.946786s,0.001035s,0000:051a,0x03C,B,
180.947822s,0.001036s,0000:051b,0x016,B,
180.948857s,0.001035s,0000:051c,0x0C9,B,
181.663578s,0.714721s,0000:051d,0x083,A,
181.664619s,0.001041s,0000:051e,0x000,A,
181.665661s,0.001042s,0000:051f,0x019,A,
181.666703s,0.001042s,0000:0520,0x09C,A,
181.843790s,0.177087s,0000:0521,0x0B5,A,
181.844831s,0.001041s,0000:0522,0x0B5,A,
181.846700s,0.001869s,0000:0523,0x077,B,
181.847735s,0.001035s,0000:0524,0x03C,B,
181.848770s,0.001035s,0000:0525,0x016,B,
181.849805s,0.001035s,0000:0526,0x0C9,B,
182.743904s,0.894099s,0000:0527,0x083,A,
182.744946s,0.001042s,0000:0528,0x000,A,
182.745988s,0.001042s,0000:0529,0x018,A,
182.747023s,0.001035s,0000:052a,0x09B,A,
182.923387s,0.176364s,0000:052b,0x0B5,A,
182.924429s,0.001042s,0000:052c,0x0B5,A,
183.642776s,0.718347s,0000:052d,0x083,A,
183.643811s,0.001035s,0000:052e,0x000,A,
183.644853s,0.001042s,0000:052f,0x017,A,
183.645894s,0.001041s,0000:0530,0x09A,A,
183.827350s,0.181456s,0000:0531,0x0B5,A,
183.828391s,0.001041s,0000:0532,0x0B5,A,
183.830260s,0.001869s,0000:0533,0x037,B,
183.831295s,0.001035s,0000:0534,0x03C,B,
183.832330s,0.001035s,0000:0535,0x016,B,
183.833365s,0.001035s,0000:0536,0x089,B,
184.728298s,0.894933s,0000:0537,0x083,A,
184.729340s,0.001042s,0000:0538,0x000,A,
184.730381s,0.001041s,0000:0539,0x016,A,
184.731416s,0.001035s,0000:053a,0x099,A,
184.908614s,0.177198s,0000:053b,0x0B5,A,
184.909656s,0.001042s,0000:053c,0x0B5,A,
185.629142s,0.719486s,0000:053d,0x083,A,
185.630184s,0.001042s,0000:053e,0x000,A,
185.631219s,0.001035s,0000:053f,0x015,A,
185.632261s,0.001042s,0000:0540,0x098,A,
185.809666s,0.177405s,0000:0541,0x0B5,A,
185.810702s,0.001036s,0000:0542,0x0B5,A,
186.708531s,0.897829s,0000:0543,0x083,A,
186.709573s,0.001042s,0000:0544,0x000,A,
186.710615s,0.001042s,0000:0545,0x014,A,
186.711650s,0.001035s,0000:0546,0x097,A,
186.889160s,0.177510s,0000:0547,0x0B5,A,
186.890195s,0.001035s,0000:0548,0x0B5,A,
186.892070s,0.001875s,0000:0549,0x037,B,
186.893105s,0.001035s,0000:054a,0x03C,B,
186.894140s,0.001035s,0000:054b,0x016,B,
186.895175s,0.001035s,0000:054c,0x089,B,
187.611661s,0.716486s,0000:054d,0x083,A,
187.612702s,0.001041s,0000:054e,0x000,A,
187.613744s,0.001042s,0000:054f,0x013,A,
187.614786s,0.001042s,0000:0550,0x096,A,
187.791039s,0.176253s,0000:0551,0x0B5,A,
187.792081s,0.001042s,0000:0552,0x0B5,A,
188.691050s,0.898969s,0000:0553,0x083,A,
188.692092s,0.001042s,0000:0554,0x000,A,
188.693133s,0.001041s,0000:0555,0x012,A,
188.694175s,0.001042s,0000:0556,0x095,A,
188.871678s,0.177503s,0000:0557,0x0B5,A,
188.872720s,0.001042s,0000:0558,0x0B5,A,
188.874641s,0.001921s,0000:0559,0x037,B,
188.875676s,0.001035s,0000:055a,0x03C,B,
188.876711s,0.001035s,0000:055b,0x016,B,
188.877746s,0.001035s,0000:055c,0x089,B,
189.772835s,0.895089s,0000:055d,0x083,A,
189.773877s,0.001042s,0000:055e,0x000,A,
189.774912s,0.001035s,0000:055f,0x011,A,
189.775953s,0.001041s,0000:0560,0x094,A,
189.952109s,0.176156s,0000:0561,0x0B5,A,
189.953151s,0.001042s,0000:0562,0x0B5,A,
189.955071s,0.001920s,0000:0563,0x037,B,
189.956107s,0.001036s,0000:0564,0x03C,B,
189.957142s,0.001035s,0000:0565,0x016,B,
189.958177s,0.001035s,0000:0566,0x089,B,
190.676589s,0.718412s,0000:0567,0x083,A,
190.677631s,0.001042s,0000:0568,0x000,A,
190.678666s,0.001035s,0000:0569,0x010,A,
190.679708s,0.001042s,0000:056a,0x093,A,
190.857009s,0.177301s,0000:056b,0x0B5,A,
190.858044s,0.001035s,0000:056c,0x0B5,A,
190.859945s,0.001901s,0000:056d,0x037,B,
190.860981s,0.001036s,0000:056e,0x03C,B,
190.862016s,0.001035s,0000:056f,0x016,B,
190.863051s,0.001035s,0000:0570,0x089,B,
191.756083s,0.893032s,0000:0571,0x083,A,
191.757124s,0.001041s,0000:0572,0x000,A,
191.758159s,0.001035s,0000:0573,0x009,A,
191.759201s,0.001042s,0000:0574,0x08C,A,
191.938580s,0.179379s,0000:0575,0x0B5,A,
191.939621s,0.001041s,0000:0576,0x0B5,A,
192.658899s,0.719278s,0000:0577,0x083,A,
192.659941s,0.001042s,0000:0578,0x000,A,
192.660983s,0.001042s,0000:0579,0x008,A,
192.662024s,0.001041s,0000:057a,0x08B,A,
192.839320s,0.177296s,0000:057b,0x0B5,A,
192.840361s,0.001041s,0000:057c,0x0B5,A,
192.842256s,0.001895s,0000:057d,0x037,B,
192.843291s,0.001035s,0000:057e,0x03C,B,
192.844326s,0.001035s,0000:057f,0x016,B,
192.845361s,0.001035s,0000:0580,0x089,B,
193.741518s,0.896157s,0000:0581,0x083,A,
193.742553s,0.001035s,0000:0582,0x000,A,
193.743595s,0.001042s,0000:0583,0x007,A,
193.744636s,0.001041s,0000:0584,0x08A,A,
193.921827s,0.177191s,0000:0585,0x0B5,A,
193.922869s,0.001042s,0000:0586,0x0B5,A,
194.642460s,0.719591s,0000:0587,0x083,A, command: send countdown timer.
194.643501s,0.001041s,0000:0588,0x000,A,
194.644543s,0.001042s,0000:0589,0x006,A,
194.645585s,0.001042s,0000:058a,0x089,A,
194.821942s,0.176357s,0000:058b,0x0B5,A,
194.822984s,0.001042s,0000:058c,0x0B5,A,
195.720814s,0.897830s,0000:058d,0x083,A, command: send countdown timer.
195.721849s,0.001035s,0000:058e,0x000,A,
195.722891s,0.001042s,0000:058f,0x005,A,
195.723932s,0.001041s,0000:0590,0x088,A,
195.901332s,0.177400s,0000:0591,0x0B5,A,
195.902373s,0.001041s,0000:0592,0x0B5,A,
196.625818s,0.723445s,0000:0593,0x083,A, command: send countdown timer.
196.626853s,0.001035s,0000:0594,0x000,A,
196.627895s,0.001042s,0000:0595,0x004,A,
196.628936s,0.001041s,0000:0596,0x087,A,
196.805301s,0.176365s,0000:0597,0x0B5,A,
196.806336s,0.001035s,0000:0598,0x0B5,A,
197.704374s,0.898038s,0000:0599,0x083,A, command: send countdown timer.
197.705416s,0.001042s,0000:059a,0x000,A,
197.706451s,0.001035s,0000:059b,0x003,A,
197.707492s,0.001041s,0000:059c,0x086,A,
197.884996s,0.177504s,0000:059d,0x0B5,A,
197.886037s,0.001041s,0000:059e,0x0B5,A,
197.887965s,0.001928s,0000:059f,0x037,B,
197.889000s,0.001035s,0000:05a0,0x03C,B,
197.890035s,0.001035s,0000:05a1,0x016,B,
197.891070s,0.001035s,0000:05a2,0x089,B,
198.608232s,0.717162s,0000:05a3,0x083,A, command: send countdown timer.
198.609274s,0.001042s,0000:05a4,0x000,A,
198.610309s,0.001035s,0000:05a5,0x002,A,
198.611351s,0.001042s,0000:05a6,0x085,A,
198.788548s,0.177197s,0000:05a7,0x0B5,A,
198.789583s,0.001035s,0000:05a8,0x0B5,A,
198.791491s,0.001908s,0000:05a9,0x037,B,
198.792526s,0.001035s,0000:05aa,0x03C,B,
198.793561s,0.001035s,0000:05ab,0x016,B,
198.794596s,0.001035s,0000:05ac,0x089,B,
199.686788s,0.892192s,0000:05ad,0x083,A, command: send countdown timer.
199.687830s,0.001042s,0000:05ae,0x000,A,
199.688872s,0.001042s,0000:05af,0x001,A,
199.689907s,0.001035s,0000:05b0,0x084,A,
199.867104s,0.177197s,0000:05b1,0x0B5,A,
199.868146s,0.001042s,0000:05b2,0x0B5,A,
199.870053s,0.001907s,0000:05b3,0x037,B,
199.871089s,0.001036s,0000:05b4,0x03C,B,
199.872130s,0.001041s,0000:05b5,0x016,B,
199.873165s,0.001035s,0000:05b6,0x089,B,
200.772004s,0.898839s,0000:05b7,0x083,A, command: send countdown timer.
200.773039s,0.001035s,0000:05b8,0x000,A,   times up!
200.774081s,0.001042s,0000:05b9,0x000,A,
200.775123s,0.001042s,0000:05ba,0x083,A,   checksum is correct.
200.952320s,0.177197s,0000:05bb,0x089,A, halt- cause times up?  okay...
200.953355s,0.001035s,0000:05bc,0x089,A,
201.133359s,0.180004s,0000:05bd,0x0B5,A, chirp / request status
201.134400s,0.001041s,0000:05be,0x0B5,A,
201.136243s,0.001843s,0000:05bf,0x037,B, status 37 (success)
201.137278s,0.001035s,0000:05c0,0x03C,B,
201.138313s,0.001035s,0000:05c1,0x016,B,
201.139348s,0.001035s,0000:05c2,0x089,B,   checksum is correct.
201.494505s,0.355157s,0000:05c3,0x089,A, halt- again.
201.495547s,0.001042s,0000:05c4,0x089,A,
201.672744s,0.177197s,0000:05c5,0x095,A, chirp / request status: here we switch back to chirping with 95.  interesting!
201.673779s,0.001035s,0000:05c6,0x095,A,
202.756398s,1.082619s,0000:05c7,0x095,A, chirp / request status
202.757433s,0.001035s,0000:05c8,0x095,A,
202.759366s,0.001933s,0000:05c9,0x017,B,
202.760402s,0.001036s,0000:05ca,0x03C,B,
202.761437s,0.001035s,0000:05cb,0x016,B,
202.762472s,0.001035s,0000:05cc,0x069,B,
203.654325s,0.891853s,0000:05cd,0x095,A, chirp / request status
203.655367s,0.001042s,0000:05ce,0x095,A,
203.657281s,0.001914s,0000:05cf,0x017,B,
203.658316s,0.001035s,0000:05d0,0x03C,B,
203.659351s,0.001035s,0000:05d1,0x016,B,
203.660386s,0.001035s,0000:05d2,0x069,B,
204.739125s,1.078739s,0000:05d3,0x092,A,
204.740166s,0.001041s,0000:05d4,0x014,A,
204.741201s,0.001035s,0000:05d5,0x0A6,A,
204.917878s,0.176677s,0000:05d6,0x08E,A,
204.918920s,0.001042s,0000:05d7,0x03C,A,
204.919961s,0.001041s,0000:05d8,0x0CA,A,
205.097048s,0.177087s,0000:05d9,0x095,A,
205.098090s,0.001042s,0000:05da,0x095,A,
205.099932s,0.001842s,0000:05db,0x037,B,
205.100967s,0.001035s,0000:05dc,0x03C,B,
205.102003s,0.001036s,0000:05dd,0x014,B,
205.103038s,0.001035s,0000:05de,0x087,B,
205.640698s,0.537660s,0000:05df,0x095,A,
205.641733s,0.001035s,0000:05e0,0x095,A,
205.643628s,0.001895s,0000:05e1,0x037,B,
205.644669s,0.001041s,0000:05e2,0x03C,B,
205.645704s,0.001035s,0000:05e3,0x014,B,
205.646739s,0.001035s,0000:05e4,0x087,B,
206.720087s,1.073348s,0000:05e5,0x095,A,
206.721122s,0.001035s,0000:05e6,0x095,A,
206.723056s,0.001934s,0000:05e7,0x037,B,
206.724091s,0.001035s,0000:05e8,0x03C,B,
206.725126s,0.001035s,0000:05e9,0x014,B,
206.726161s,0.001035s,0000:05ea,0x087,B,
207.620202s,0.894041s,0000:05eb,0x095,A,
207.621237s,0.001035s,0000:05ec,0x095,A,
207.627904s,0.006667s,0000:05ed,0x037,B,
207.628939s,0.001035s,0000:05ee,0x03C,B,
207.629974s,0.001035s,0000:05ef,0x014,B,
207.631009s,0.001035s,0000:05f0,0x087,B,
208.704481s,1.073472s,0000:05f1,0x095,A,
208.705516s,0.001035s,0000:05f2,0x095,A,
208.707430s,0.001914s,0000:05f3,0x037,B,
208.708465s,0.001035s,0000:05f4,0x03C,B,
208.709500s,0.001035s,0000:05f5,0x014,B,
208.710535s,0.001035s,0000:05f6,0x087,B,
209.605631s,0.895096s,0000:05f7,0x089,A,
209.606672s,0.001041s,0000:05f8,0x089,A,
209.784905s,0.178233s,0000:05f9,0x095,A,
209.785947s,0.001042s,0000:05fa,0x095,A,
210.688868s,0.902921s,0000:05fb,0x095,A,
210.689909s,0.001041s,0000:05fc,0x095,A,
210.691804s,0.001895s,0000:05fd,0x017,B,
210.692839s,0.001035s,0000:05fe,0x03C,B,
210.693874s,0.001035s,0000:05ff,0x014,B,
210.694909s,0.001035s,0000:0600,0x067,B,
211.770132s,1.075223s,0000:0601,0x095,A,
211.771174s,0.001042s,0000:0602,0x095,A,
211.773094s,0.001920s,0000:0603,0x017,B,
211.774129s,0.001035s,0000:0604,0x03C,B,
211.775164s,0.001035s,0000:0605,0x014,B,
211.776200s,0.001036s,0000:0606,0x067,B,
212.672018s,0.895818s,0000:0607,0x095,A,
212.673053s,0.001035s,0000:0608,0x095,A,
212.674941s,0.001888s,0000:0609,0x017,B,
212.675976s,0.001035s,0000:060a,0x03C,B,
212.677011s,0.001035s,0000:060b,0x014,B,
212.678046s,0.001035s,0000:060c,0x067,B,
213.749844s,1.071798s,0000:060d,0x095,A,
213.750886s,0.001042s,0000:060e,0x095,A,
213.752709s,0.001823s,0000:060f,0x017,B,
213.753744s,0.001035s,0000:0610,0x03C,B,
213.754779s,0.001035s,0000:0611,0x014,B,
213.755814s,0.001035s,0000:0612,0x067,B,
214.655578s,0.899764s,0000:0613,0x095,A,
214.656613s,0.001035s,0000:0614,0x095,A,
214.658494s,0.001881s,0000:0615,0x017,B,
214.659530s,0.001036s,0000:0616,0x03C,B,
214.660565s,0.001035s,0000:0617,0x014,B,
214.661600s,0.001035s,0000:0618,0x067,B,
215.734134s,1.072534s,0000:0619,0x095,A,
215.735175s,0.001041s,0000:061a,0x095,A,
215.737089s,0.001914s,0000:061b,0x017,B,
215.738125s,0.001036s,0000:061c,0x03C,B,
215.739160s,0.001035s,0000:061d,0x014,B,
215.740195s,0.001035s,0000:061e,0x067,B,
216.636124s,0.895929s,0000:061f,0x095,A,
216.637159s,0.001035s,0000:0620,0x095,A,
216.639040s,0.001881s,0000:0621,0x017,B,
216.640075s,0.001035s,0000:0622,0x03C,B,
216.641111s,0.001036s,0000:0623,0x014,B,
216.642146s,0.001035s,0000:0624,0x067,B,
217.716756s,1.074610s,0000:0625,0x095,A,
217.717798s,0.001042s,0000:0626,0x095,A,
217.719706s,0.001908s,0000:0627,0x017,B,
217.720741s,0.001035s,0000:0628,0x03C,B,
217.721776s,0.001035s,0000:0629,0x014,B,
217.722811s,0.001035s,0000:062a,0x067,B,
218.618746s,0.895935s,0000:062b,0x095,A,
218.619788s,0.001042s,0000:062c,0x095,A,
218.621657s,0.001869s,0000:062d,0x017,B,
218.622692s,0.001035s,0000:062e,0x03C,B,
218.623727s,0.001035s,0000:062f,0x014,B,
218.624762s,0.001035s,0000:0630,0x067,B,
219.701879s,1.077117s,0000:0631,0x095,A,
219.702921s,0.001042s,0000:0632,0x095,A,
219.704809s,0.001888s,0000:0633,0x017,B,
219.705844s,0.001035s,0000:0634,0x03C,B,
219.706879s,0.001035s,0000:0635,0x014,B,
219.707914s,0.001035s,0000:0636,0x067,B,
220.782727s,1.074813s,0000:0637,0x095,A,
220.783762s,0.001035s,0000:0638,0x095,A,
220.785682s,0.001920s,0000:0639,0x017,B,
220.786718s,0.001036s,0000:063a,0x03C,B,
220.787753s,0.001035s,0000:063b,0x014,B,
220.788788s,0.001035s,0000:063c,0x067,B,
221.682321s,0.893533s,0000:063d,0x095,A,
221.683363s,0.001042s,0000:063e,0x095,A,
221.685251s,0.001888s,0000:063f,0x017,B,
221.686286s,0.001035s,0000:0640,0x03C,B,
221.687321s,0.001035s,0000:0641,0x014,B,
221.688356s,0.001035s,0000:0642,0x067,B,
222.765870s,1.077514s,0000:0643,0x095,A,
222.766912s,0.001042s,0000:0644,0x095,A,
222.768813s,0.001901s,0000:0645,0x017,B,
222.769848s,0.001035s,0000:0646,0x03C,B,
222.770883s,0.001035s,0000:0647,0x014,B,
222.771918s,0.001035s,0000:0648,0x067,B,
223.668687s,0.896769s,0000:0649,0x095,A,
223.669729s,0.001042s,0000:064a,0x095,A,
223.671597s,0.001868s,0000:064b,0x017,B,
223.672632s,0.001035s,0000:064c,0x03C,B,
223.673667s,0.001035s,0000:064d,0x014,B,
223.674703s,0.001036s,0000:064e,0x067,B,
224.747249s,1.072546s,0000:064f,0x095,A,
224.748285s,0.001036s,0000:0650,0x095,A,
224.756605s,0.008320s,0000:0651,0x017,B,
224.757640s,0.001035s,0000:0652,0x03C,B,
224.758675s,0.001035s,0000:0653,0x014,B,
224.759710s,0.001035s,0000:0654,0x067,B,
225.649129s,0.889419s,0000:0655,0x095,A,
225.650170s,0.001041s,0000:0656,0x095,A,
225.652032s,0.001862s,0000:0657,0x017,B,
225.653067s,0.001035s,0000:0658,0x03C,B,
225.654103s,0.001036s,0000:0659,0x014,B,
225.655138s,0.001035s,0000:065a,0x067,B,
226.733616s,1.078478s,0000:065b,0x095,A,
226.734657s,0.001041s,0000:065c,0x095,A,
226.736532s,0.001875s,0000:065d,0x017,B,
226.737567s,0.001035s,0000:065e,0x03C,B,
226.738602s,0.001035s,0000:065f,0x014,B,
226.739638s,0.001036s,0000:0660,0x067,B,
227.631647s,0.892009s,0000:0661,0x095,A,
227.632689s,0.001042s,0000:0662,0x095,A,
227.634544s,0.001855s,0000:0663,0x017,B,
227.635579s,0.001035s,0000:0664,0x03C,B,
227.636615s,0.001036s,0000:0665,0x014,B,
227.637650s,0.001035s,0000:0666,0x067,B,
228.714995s,1.077345s,0000:0667,0x095,A,
228.716030s,0.001035s,0000:0668,0x095,A,
228.717898s,0.001868s,0000:0669,0x017,B,
228.718934s,0.001036s,0000:066a,0x03C,B,
228.719969s,0.001035s,0000:066b,0x014,B,
228.721004s,0.001035s,0000:066c,0x067,B,
229.617291s,0.896287s,0000:066d,0x095,A,
229.618332s,0.001041s,0000:066e,0x095,A,
229.620162s,0.001830s,0000:066f,0x017,B,
229.621197s,0.001035s,0000:0670,0x03C,B,
229.622232s,0.001035s,0000:0671,0x014,B,
229.623267s,0.001035s,0000:0672,0x067,B,
230.694499s,1.071232s,0000:0673,0x095,A,
230.695534s,0.001035s,0000:0674,0x095,A,
230.697409s,0.001875s,0000:0675,0x017,B,
230.698444s,0.001035s,0000:0676,0x03C,B,
230.699479s,0.001035s,0000:0677,0x014,B,
230.700515s,0.001036s,0000:0678,0x067,B,
231.777944s,1.077429s,0000:0679,0x095,A,
231.778979s,0.001035s,0000:067a,0x095,A,
231.780867s,0.001888s,0000:067b,0x017,B,
231.781903s,0.001036s,0000:067c,0x03C,B,
231.782938s,0.001035s,0000:067d,0x014,B,
231.783973s,0.001035s,0000:067e,0x067,B,
232.614935s,0.830962s,0000:067f,0x095,A,
232.615977s,0.001042s,0000:0680,0x095,A,
232.617891s,0.001914s,0000:0681,0x017,B,
232.618926s,0.001035s,0000:0682,0x03C,B,
232.619968s,0.001042s,0000:0683,0x014,B,
232.621003s,0.001035s,0000:0684,0x067,B,
233.700255s,1.079252s,0000:0685,0x095,A,
233.701297s,0.001042s,0000:0686,0x095,A,
233.703218s,0.001921s,0000:0687,0x017,B,
233.704253s,0.001035s,0000:0688,0x03C,B,
233.705288s,0.001035s,0000:0689,0x014,B,
233.706323s,0.001035s,0000:068a,0x067,B,
234.780686s,1.074363s,0000:068b,0x095,A,
234.781722s,0.001036s,0000:068c,0x095,A,
234.783564s,0.001842s,0000:068d,0x017,B,
234.784599s,0.001035s,0000:068e,0x03C,B,
234.785634s,0.001035s,0000:068f,0x014,B,
234.786669s,0.001035s,0000:0690,0x067,B,
235.679656s,0.892987s,0000:0691,0x095,A,
235.680697s,0.001041s,0000:0692,0x095,A,
235.682618s,0.001921s,0000:0693,0x017,B,
235.683653s,0.001035s,0000:0694,0x03C,B,
235.684688s,0.001035s,0000:0695,0x014,B,
235.685723s,0.001035s,0000:0696,0x067,B,
236.742509s,1.056786s,0000:0697,0x095,A,
236.743550s,0.001041s,0000:0698,0x095,A,
236.745471s,0.001921s,0000:0699,0x017,B,
236.746506s,0.001035s,0000:069a,0x03C,B,
236.747541s,0.001035s,0000:069b,0x014,B,
236.748576s,0.001035s,0000:069c,0x067,B,
237.605606s,0.857030s,0000:069d,0x095,A,
237.606648s,0.001042s,0000:069e,0x095,A,
237.608484s,0.001836s,0000:069f,0x017,B,
237.609519s,0.001035s,0000:06a0,0x03C,B,
237.610554s,0.001035s,0000:06a1,0x014,B,
237.611589s,0.001035s,0000:06a2,0x067,B,
238.686454s,1.074865s,0000:06a3,0x095,A,
238.687495s,0.001041s,0000:06a4,0x095,A,
238.689351s,0.001856s,0000:06a5,0x017,B,
238.690386s,0.001035s,0000:06a6,0x03C,B,
238.691421s,0.001035s,0000:06a7,0x014,B,
238.692456s,0.001035s,0000:06a8,0x067,B,
239.769586s,1.077130s,0000:06a9,0x095,A,
239.770628s,0.001042s,0000:06aa,0x095,A,
239.777574s,0.006946s,0000:06ab,0x017,B,
239.778610s,0.001036s,0000:06ac,0x03C,B,
239.779645s,0.001035s,0000:06ad,0x014,B,
239.780680s,0.001035s,0000:06ae,0x067,B,
240.671472s,0.890792s,0000:06af,0x095,A,
240.672507s,0.001035s,0000:06b0,0x095,A,
240.674343s,0.001836s,0000:06b1,0x017,B,
240.675378s,0.001035s,0000:06b2,0x03C,B,
240.676413s,0.001035s,0000:06b3,0x014,B,
240.677449s,0.001036s,0000:06b4,0x067,B,
241.749716s,1.072267s,0000:06b5,0x095,A,
241.750757s,0.001041s,0000:06b6,0x095,A,
241.752619s,0.001862s,0000:06b7,0x017,B,
241.753654s,0.001035s,0000:06b8,0x03C,B,
241.754689s,0.001035s,0000:06b9,0x014,B,
241.755725s,0.001036s,0000:06ba,0x067,B,
242.654824s,0.899099s,0000:06bb,0x095,A,
242.655859s,0.001035s,0000:06bc,0x095,A,
242.657780s,0.001921s,0000:06bd,0x017,B,
242.658815s,0.001035s,0000:06be,0x03C,B,
242.659850s,0.001035s,0000:06bf,0x014,B,
242.660885s,0.001035s,0000:06c0,0x067,B,
243.735463s,1.074578s,0000:06c1,0x095,A,
243.736498s,0.001035s,0000:06c2,0x095,A,
243.738438s,0.001940s,0000:06c3,0x017,B,
243.739474s,0.001036s,0000:06c4,0x03C,B,
243.740509s,0.001035s,0000:06c5,0x014,B,
243.741544s,0.001035s,0000:06c6,0x067,B,
244.635266s,0.893722s,0000:06c7,0x095,A,
244.636301s,0.001035s,0000:06c8,0x095,A,
244.638208s,0.001907s,0000:06c9,0x017,B,
244.639243s,0.001035s,0000:06ca,0x03C,B,
244.640279s,0.001036s,0000:06cb,0x014,B,
244.641320s,0.001041s,0000:06cc,0x067,B,
245.717669s,1.076349s,0000:06cd,0x095,A,
245.718711s,0.001042s,0000:06ce,0x095,A,
245.720631s,0.001920s,0000:06cf,0x017,B,
245.721667s,0.001036s,0000:06d0,0x03C,B,
